matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
88887,915,21846,1140,627,0,0.19728536208718267,0.010295034000704396,112275,0.9862658650634603
