mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
34208,47623,67778,5283,39802,0,0.3354185868648638,0.05180122761947718,189411,0.5384375775430149
