matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
87007,45172,5703,7049,51529,0,0.34174868927741925,0.05332919752759516,189411,0.6978422583693661
