invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
4117,517,21452,86189,1044,0,0.1992920913034996,0.009698906550477978,112275,0.958726341572033
