missing_hit,matches,invalid_lift,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23190,108298,3814,8596,54109,0,0.3331691367982907,0.05292875307098832,189411,0.8574317225504327
