matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
132943,54036,9680,38488,59293,0,0.28899502083121636,0.05177051968402869,284760,0.6566196094957157
