matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
143424,49672,6142,5886,38648,0,0.25723992211128144,0.030482247172390935,237886,0.8117165364922694
