matches,mismatches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
28121,14287,115212,31791,2166,0,0.33689398226749667,0.051075268817204304,189411,0.2238940716220283
