mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
59089,172579,3946,7045,2272,0,0.2550589636894176,0.030409896921456566,237886,0.973861429424178
