missing_hit,matches,invalid_lift,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35726,147992,3789,6094,50379,0,0.25396353297609026,0.030720216160628318,237886,0.8338910234313915
