invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
176,493,132,7,0,0,0.2112,0.0112,801,0.7802746566791511
