matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
171153,7039,57155,6492,3086,0,0.2503416437444154,0.03083115790949069,237886,0.9597370168904433
