matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
521,121,22,15,136,0,0.18847352024922118,0.02336448598130841,800,0.8025
