matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
25390,383,6611,691,79583,0,0.2065872941470579,0.011968375988250367,112275,0.28502338009352035
