invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
168476,17183,2385,206,1367,0,0.36433901918976547,0.05490405117270789,189411,0.019808775625491656
