missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
44885,23743,53100,163032,3800,0,0.3089806488554585,0.049451478989628206,284760,0.2698518050287962
