matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
83500,43269,6791,45752,16890,0,0.34132161648352516,0.053569879071381804,189411,0.6692800312547845
