fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.9351995892943633,0.19247151346019542,0.009876133802046275,248831,8479016,2020943,103699,0,478716,11227506
