matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
85115,44517,33723,6954,26056,0,0.3434105776351518,0.05364416193532461,189411,0.6843953096705049
