mismatches,invalid_lift,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
51799,4751,98581,8179,34280,0,0.344454049740657,0.05438888150019949,189411,0.7939348823457983
