missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
41276,165220,69873,8391,12086,0,0.2972142939177262,0.05140944222073818,284760,0.8255829470431241
