missing_hit,mismatches,mismatches_next_base,matches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19309,54432,8017,109470,6200,0,0.3321008895559542,0.048913375065587975,189411,0.8653246115589908
