missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3195,88705,982,19726,649,0,0.18192214403629958,0.00905645064603296,112275,0.9657626363838788
