missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
46181,91155,7704,46935,5140,0,0.33988703019769717,0.05578970236802085,189411,0.7290495272185882
