missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
43623,4909,48063,92816,7820,0,0.3411651133242002,0.05550862797152166,189411,0.7437741208271959
