mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
74067,12789,177425,6376,26892,0,0.29451036215863724,0.05085251220714774,284760,0.8831717937912629
