mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55421,113246,15242,5502,8510,0,0.3285823545803269,0.05045444574220209,189411,0.8904815454223883
