fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.6572248820831909,0.30246990925689526,0.05141708523595948,5633788,13054374,5660767,962278,0,4127079,28476008
