invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
172813,16565,11,22,1,0,0.3333333333333333,0.030303030303030304,189411,0.00017422430587452683
