invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
81821,23516,50233,129190,8714,0,0.27996968058721566,0.04856679466957971,284760,0.6300849838460458
