missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23,577,14,161,39,0,0.2181571815718157,0.018970189701897018,800,0.9225
