mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15382,64329,894,1214,31350,0,0.1929721117537103,0.0112155160517369,112275,0.7099621465152527
