mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
56657,113548,4405,8528,14801,0,0.33287506242472314,0.050104286008049115,189411,0.8986014539810254
