mismatches,mismatches_next_base,invalid_lift,matches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
77297,12317,9331,173320,24812,0,0.3084268026510572,0.04914670592976534,284760,0.8800990307627475
