missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
51110,47760,24950,65591,4235,0,0.3431439966992161,0.058245083207261725,189411,0.38387422061020743
