matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
114399,8197,53747,6147,15118,0,0.3196448324670227,0.04874930120252637,189411,0.8877309131993391
