missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3969,20542,86878,886,1024,0,0.1912306832991994,0.00953267547942655,112275,0.9567579603651748
