matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
91350,20131,711,1029,83,0,0.18057785631632295,0.00923027242310349,112275,0.9929280783789802
