matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
112952,14202,57116,8510,5141,0,0.3358421337347414,0.05003880800620928,189411,0.8978781591354251
