mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55211,8331,109420,7134,17646,0,0.3353621128463048,0.05060407821127248,189411,0.8691733848614916
