invalid_lift,matches,missing_hit,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
229,277,24,271,216,0,0.49452554744525545,0.39416058394160586,801,0.6841448189762797
