mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
57597,174775,6722,4479,1035,0,0.24786549153942816,0.028927753774120806,237886,0.9768208301455319
