invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
111017,22871,106802,44070,7201,0,0.29210191420541914,0.047729200912031394,284760,0.5298216041578874
