invalid_lift,mismatches,mismatches_next_base,matches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
461,255,253,79,6,0,0.7634730538922155,0.7574850299401198,801,0.41697877652933835
