missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1,620,175,17,5,0,0.22012578616352202,0.021383647798742137,801,0.9925093632958801
