matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
134747,33317,49140,5749,20682,0,0.26722933105657276,0.03126376524713547,237886,0.7730047165448997
