matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
91281,660,20271,952,63,0,0.18171794320137694,0.00853413654618474,112275,0.9935604542418169
