missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16547,55120,112489,8215,5255,0,0.32886062204296906,0.04901288116986558,189411,0.8848958085855626
