mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
71945,168574,37087,12213,7154,0,0.29912397773148897,0.05077769323837202,284760,0.844637589549094
