matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
161514,7327,56903,5857,12141,0,0.26052459286593993,0.026815678266801576,237885,0.9181621371671186
