mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
56440,110746,8499,4432,17793,0,0.3375880755565657,0.050835596281985335,189411,0.8826625697557164
