missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
41736,163110,72152,12233,7763,0,0.3066878628932849,0.05199734763795258,284761,0.8261735279760922
