mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
71045,174031,19044,11998,20640,0,0.28988966687884576,0.048956242145293705,284760,0.8606405394016013
