invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
121740,52469,37292,16015,26385,0,0.4143568321371924,0.251503682648366,237886,0.2676786359853039
