missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
29935,170927,66368,17530,11815,0,0.27968562338018077,0.04979034535072378,284760,0.8333157746874561
