all
224031.7199556495
211393.67437782645
85184.23790436119
58269.324380058104
45756.16556315818
38270.391958974586
33124.849724731575
29377.730366918448
26509.4775900048
24203.755423526323
22325.65265551713
20716.979563577377
19241.671961109714
17818.6687399263
16442.604974899456
15108.781274700477
13814.596834320466
12598.874187096524
11844.250223940711
11940.160612970569
30327.431726477622
