,match,mismatch,mismatch_fraction,no_data
Chlorocebus_sabaeus,281043.0,73.0,0.00025967927830504136,
Papio_anubis,257102.0,4826.0,0.01842491066247213,19188.0
Macaca_mulatta,267418.0,4532.0,0.01666482809339952,9166.0
