all
577128.3189148552
195163.28311018005
71631.03069988094
36715.81668723574
22822.81491279006
16285.74583836305
12828.289056756259
10722.209931520643
9152.63111735636
7759.440113002949
6450.971174531433
5273.49627675699
4298.765291290159
3562.610574032019
3060.8549260453015
2770.98718632177
2671.356631944742
2742.318221532335
2934.093563943065
3111.429782589097
2839.535988772567
