,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,12190662,293637,110135,[0.00029199 0.00013249],"{'K0': 0.00012808915162783454, 'K1': 0.0001638972169191409, 'K2': 4.405170428521379e-06, 'k': 3.2609536082474224}"
