,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,36282275,70263,8778,[3.35449716e-05 3.80576162e-05 3.90568206e-05],"{'K0': 2.6861582219709458e-05, 'K1': 6.6833893818955905e-06, 'K2': 4.408629812669842e-06, 'K3': 6.787404176974225e-06, 'K4': 7.786608615359314e-06, 'k': 2.718234981392878}"
