,match,mismatch,no_data,mismatch_fraction
Macaca_thibetana,589337.0,6106.0,9141.0,0.010254549973717048
Macaca_nemestrina,582207.0,5864.0,16513.0,0.009971585063708294
Papio_anubis,550997.0,11833.0,41754.0,0.021024110299735266
