,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,18015415,586182,8188,[1.40890984e-05 1.57116042e-05 2.20896983e-05],"{'K0': 4.303617054870672e-06, 'K1': 9.785481308094719e-06, 'K2': 2.378009921207271e-06, 'K3': 9.029977247241123e-06, 'K4': 1.5408071348014128e-05, 'k': 3.124999999999999}"
