all
131199.24745694737
298335.30487503234
147998.67309615013
89610.37237657093
58139.99733723766
40112.77675672946
28952.660738357186
21745.75818057522
17218.706376010727
14462.054277084746
12773.131832311457
11845.93529862516
11584.040291493768
11837.862239225986
12584.025266589977
13952.02236431105
15595.020045464686
17221.797728936494
16385.42070873779
8822.33784464658
1712.8549089724368
