,match,mismatch,mismatch_fraction,no_data
Trachypithecus_francoisi,683133.0,275.0,0.00040239505536955963,
Rhinopithecus_roxellana,662882.0,9020.0,0.013424576798402149,11506.0
Colobus_guereza,628265.0,13182.0,0.020550411803313445,41961.0
